Date,Video ID,Title,Channel,Talents,Published,View Count,Is Cover,Thumbnail
24/01/2022,F61eDAXtmnw,【オリジナルMV】いんたらくとふぁんたじあ【ホロライブファンタジー】,hololive ホロライブ - VTuber Group,ぺこら ノエル マリン るしあ フレア ルイ,21/11/2021,1630527,original,https://i.ytimg.com/vi/F61eDAXtmnw/default.jpg
24/01/2022,n7SHBurxQzc,W.I.M. / アルランディス【オリジナルMV】,Aruran Ch. アルランディス,アルランディス,20/11/2021,73496,original,https://i.ytimg.com/vi/n7SHBurxQzc/default.jpg
24/01/2022,0DzqJQggP9s,トンデモワンダーズ - 尾丸ポルカ(cover),Polka Ch. 尾丸ポルカ,ポルカ,20/11/2021,713261,cover,https://i.ytimg.com/vi/0DzqJQggP9s/default.jpg
24/01/2022,_uMQCVHdwUI,Infinity 【3DLIVE】,HAACHAMA Ch 赤井はあと,,18/11/2021,97718,original,https://i.ytimg.com/vi/_uMQCVHdwUI/default.jpg
24/01/2022,TMJAy5_i1JA,刹那プラス / 猫又おかゆ(cover),Okayu Ch. 猫又おかゆ,おかゆ,18/11/2021,500342,cover,https://i.ytimg.com/vi/TMJAy5_i1JA/default.jpg
24/01/2022,U_8EfYWZCxU,至上主義アドトラック -TEKINA//remix-,hololive IDOL PROJECT - Topic,,16/11/2021,33765,original,https://i.ytimg.com/vi/U_8EfYWZCxU/default.jpg
24/01/2022,6vlXkcMZP2U,NEXT COLOR PLANET -TEKINA//remix-,Suisei Hoshimachi - Topic,すいせい,16/11/2021,102653,original,https://i.ytimg.com/vi/6vlXkcMZP2U/default.jpg
24/01/2022,YpWsnJLDo3w,#あくあ色ぱれっと -TEKINA//remix-,Akua Minato - Topic,あくあ,16/11/2021,67617,original,https://i.ytimg.com/vi/YpWsnJLDo3w/default.jpg
24/01/2022,ULtGHb83pTI,明日への境界線/雪花ラミィ,Lamy Ch. 雪花ラミィ,,15/11/2021,319731,original,https://i.ytimg.com/vi/ULtGHb83pTI/default.jpg
24/01/2022,kK8ajwVjBEI,至上主義アドトラック／天音かなた＆桃鈴ねね,Kanata Ch. 天音かなた,かなた ねね,12/11/2021,510210,original,https://i.ytimg.com/vi/kK8ajwVjBEI/default.jpg
24/01/2022,OrecUhOUpbw,「シンデレラ」不知火フレア(Cover)【歌ってみた】,Flare Ch. 不知火フレア,フレア,12/11/2021,244806,cover,https://i.ytimg.com/vi/OrecUhOUpbw/default.jpg
24/01/2022,3uU6QHM-tL0,W.I.M.,Various Artists - Topic,アルランディス,11/11/2021,24725,original,https://i.ytimg.com/vi/3uU6QHM-tL0/default.jpg
24/01/2022,EpuB_c03dZ0,ナナワリエネミー / AZKi,AZKi Channel,AZKi,10/11/2021,86909,original,https://i.ytimg.com/vi/EpuB_c03dZ0/default.jpg
24/01/2022,7P5oggg7aSE,【original】ねねねねねねねね!大爆走【ホロライブ/桃鈴ねね】,Nene Ch.桃鈴ねね,ねね,9/11/2021,384562,original,https://i.ytimg.com/vi/7P5oggg7aSE/default.jpg
24/01/2022,6N6kY2_W37k,怪物さん - 尾丸ポルカ&雪花ラミィ(cover/4K),Polka Ch. 尾丸ポルカ,ポルカ,9/11/2021,570228,cover,https://i.ytimg.com/vi/6N6kY2_W37k/default.jpg
24/01/2022,BQ76G9I3gIc,【大人っぽく】エンヴィーベイビー【歌ってみた(cover)/ときのそら】,SoraCh. ときのそらチャンネル,そら,9/11/2021,294708,cover,https://i.ytimg.com/vi/BQ76G9I3gIc/default.jpg
24/01/2022,UNAD3BKbdKE,きらきら,Akua Minato - Topic,あくあ,8/11/2021,229360,original,https://i.ytimg.com/vi/UNAD3BKbdKE/default.jpg
24/01/2022,hYUBjfxfzIk,恋の宅配便 / 瀬名航 feat. AZKi【2021年12月22日 EPリリース】,AZKi Channel,AZKi,7/11/2021,128208,original,https://i.ytimg.com/vi/hYUBjfxfzIk/default.jpg
24/01/2022,QO_RNBWxx94,【COVER】~ FLOS ~【Ayunda Risu】,Ayunda Risu Ch. hololive-ID,Risu,5/11/2021,252147,cover,https://i.ytimg.com/vi/QO_RNBWxx94/default.jpg
24/01/2022,ECkxzFgbJqQ,宵の余、良い！/ 百鬼あやめ original,Nakiri Ayame Ch. 百鬼あやめ,あやめ,3/11/2021,1782488,original,https://i.ytimg.com/vi/ECkxzFgbJqQ/default.jpg
24/01/2022,VupT9JCJaOY,[Original MV] Myth or Treat - Happy Halloween - holoMyth,Watson Amelia Ch. hololive-EN,Calliope Kiara Ina'nis Gura Amelia,1/11/2021,3902829,original,https://i.ytimg.com/vi/VupT9JCJaOY/default.jpg
24/01/2022,TIgcVT4SfGw,[MV] Graveyard Shift - Calliope Mori ft. BOOGEY VOXX (Original Song),Mori Calliope Ch. hololive-EN,Calliope,1/11/2021,2373777,original,https://i.ytimg.com/vi/TIgcVT4SfGw/default.jpg
24/01/2022,2x86wabH-Qs,Vampire (ヴァンパイア) / Takanashi Kiara (cover),Takanashi Kiara Ch. hololive-EN,Kiara,31/10/2021,1151853,cover,https://i.ytimg.com/vi/2x86wabH-Qs/default.jpg
24/01/2022,O095GG34OC4,【歌ってみた】Monster/covered by 花咲みやび&奏手イヅル&アステル・レダ&岸堂天真,Temma Ch. 岸堂天真,みやび イヅル アステル 天真,31/10/2021,163023,cover,https://i.ytimg.com/vi/O095GG34OC4/default.jpg
24/01/2022,8Jz0hUbu1mw,【COVER】THE BADDEST - K/DA【Calli / Moona / Reine / Risu 】,Moona Hoshinova hololive-ID,Risu Moona Reine,30/10/2021,1240461,cover,https://i.ytimg.com/vi/8Jz0hUbu1mw/default.jpg
24/01/2022,09xVC-xun_c,《COVER》HAPPY HALLOWEEN - junky || HAKOS BAELZ,Hakos Baelz Ch. hololive-EN,Kronii Baelz,30/10/2021,398146,cover,https://i.ytimg.com/vi/09xVC-xun_c/default.jpg
24/01/2022,cbKfZy5Jpgk,Monster - 嵐／OKFAMS cover.,Mio Channel 大神ミオ,フブキ ミオ ころね おかゆ スバル あやめ,29/10/2021,1757820,cover,https://i.ytimg.com/vi/cbKfZy5Jpgk/default.jpg
24/01/2022,OSw_0FmjmEE,【MV】CROWN feat. Mori Calliope / BOOGEY VOXX,BOOGEY VOXX -official-,Calliope,29/10/2021,659022,original,https://i.ytimg.com/vi/OSw_0FmjmEE/default.jpg
24/01/2022,sDLFQsAQ_3o,【周防パトラ ＆不知火フレア】Crazy Party Night～ぱんぷきんの逆襲～【歌ってみた】,Patra Channel / 周防パトラ 【ハニスト】,フレア,29/10/2021,56602,cover,https://i.ytimg.com/vi/sDLFQsAQ_3o/default.jpg
24/01/2022,8FGFwc3n0lY,ClariS「カラフル」不知火フレア(Cover)【歌ってみた】,Flare Ch. 不知火フレア,フレア,28/10/2021,323818,cover,https://i.ytimg.com/vi/8FGFwc3n0lY/default.jpg
24/01/2022,kdYAZZ5SOFk,【ORIGINAL SONG+MV】Pastel Tea Time - Omaru Polka【尾丸ポルカ/ホロライブ】,Polka Ch. 尾丸ポルカ,ポルカ,26/10/2021,198025,original,https://i.ytimg.com/vi/kdYAZZ5SOFk/default.jpg
24/01/2022,8cMrEjvIDAU,かぷっとNightSky,Various Artists - Topic,メル,26/10/2021,26211,original,https://i.ytimg.com/vi/8cMrEjvIDAU/default.jpg
24/01/2022,jDoQYN7Axls,【コラボ】AZKi×奏みみ／Mrs.Pumpkinの滑稽な夢【ハロウィン】,KANADE MiMi ch.,AZKi,24/10/2021,18933,original,https://i.ytimg.com/vi/jDoQYN7Axls/default.jpg
24/01/2022,OITs4Q6QpdM,【歌ってみた】鬼KYOKAN  / アステル 奏手イヅル,astel ch.アステル,イヅル アステル,24/10/2021,190015,cover,https://i.ytimg.com/vi/OITs4Q6QpdM/default.jpg
24/01/2022,8iin3HQpwSY,【original】かぷっとNight☆Sky【ホロライブ/夜空メル】,Mel Channel 夜空メルチャンネル,メル,23/10/2021,254236,original,https://i.ytimg.com/vi/8iin3HQpwSY/default.jpg
24/01/2022,0p7P9XRoeEo,【コラボ記念】ミラクルショッピング ～ドン・キホーテのテーマ～ / 夜空メル・紫咲シオン・白銀ノエル・宝鐘マリン【cover】,hololive ホロライブ - VTuber Group,メル シオン ノエル マリン,22/10/2021,484742,cover,https://i.ytimg.com/vi/0p7P9XRoeEo/default.jpg
24/01/2022,pOsqlM_6JcI,【DUET COVER】おこちゃま戦争 (Okochama Sensou) - Kureiji Ollie & Astel Leda,Kureiji Ollie Ch. hololive-ID,Ollie,21/10/2021,543928,cover,https://i.ytimg.com/vi/pOsqlM_6JcI/default.jpg
24/01/2022,D9699zGTOBk,OUT OF FRAME,Suisei Hoshimachi - Topic,すいせい,21/10/2021,543001,original,https://i.ytimg.com/vi/D9699zGTOBk/default.jpg
24/01/2022,5RsoRC9t3no,おこちゃま戦争/白上フブキ&荒咬オウガ(Cover),フブキCh。白上フブキ,フブキ オウガ,17/10/2021,563953,cover,https://i.ytimg.com/vi/5RsoRC9t3no/default.jpg
24/01/2022,hRlcSh3VoA4,｟ 歌って踊ってみた ｠fancy baby doll（ 姫森ルーナ／ホロライブ ）,Luna Ch. 姫森ルーナ,,16/10/2021,92665,original,https://i.ytimg.com/vi/hRlcSh3VoA4/default.jpg
24/01/2022,-9wUbw5qevU,The Last Frontier / AZKi × 星街すいせい,AZKi Channel,すいせい AZKi,16/10/2021,449114,original,https://i.ytimg.com/vi/-9wUbw5qevU/default.jpg
24/01/2022,KRqA47qytz0,ジェヘナ / 猫又おかゆ(cover),Okayu Ch. 猫又おかゆ,おかゆ,16/10/2021,938589,cover,https://i.ytimg.com/vi/KRqA47qytz0/default.jpg
24/01/2022,BAx2GtYGJxs,【歌ってみた】「チェリボム」/Covered by癒月ちょこ＆大空スバル＆姫森ルーナ【ホロライブ/オリジナルＭＶ】,Choco Ch. 癒月ちょこ,ちょこ スバル,15/10/2021,324638,cover,https://i.ytimg.com/vi/BAx2GtYGJxs/default.jpg
24/01/2022,beSTVUWjDPI,Buatmu Tertawa -あなたの笑顔-  | Airani Iofifteen Cover 「歌ってみた」,Airani Iofifteen Channel hololive-ID,Iofi,15/10/2021,82033,cover,https://i.ytimg.com/vi/beSTVUWjDPI/default.jpg
24/01/2022,rzV_EmHIvlo,ファンサ／角巻わため(Cover),Watame Ch. 角巻わため,わため,13/10/2021,688108,cover,https://i.ytimg.com/vi/rzV_EmHIvlo/default.jpg
24/01/2022,hPQFsU7ichI,｟ 歌って踊ってみた ｠Sweets Parade（ 姫森ルーナ／ホロライブ ）,Luna Ch. 姫森ルーナ,,13/10/2021,91849,original,https://i.ytimg.com/vi/hPQFsU7ichI/default.jpg
24/01/2022,23nEnPOXLEk,【MV】マドロミ / 天音かなた・常闇トワ【ディープインサニティ アサイラム ゲーム主題歌】,hololive ホロライブ - VTuber Group,かなた トワ,13/10/2021,1066173,original,https://i.ytimg.com/vi/23nEnPOXLEk/default.jpg
24/01/2022,4IG4BYARwZI,【ID COVER】Saling Merindu by RAN - Kureiji Ollie,Kureiji Ollie Ch. hololive-ID,Ollie,13/10/2021,183238,cover,https://i.ytimg.com/vi/4IG4BYARwZI/default.jpg
24/01/2022,T3VxM1ae9uM,daze/じん ft.メイリア from GARNiDELiA//アキ・ローゼンタール(cover),アキロゼCh。Vtuber/ホロライブ所属,アキ,11/10/2021,236794,cover,https://i.ytimg.com/vi/T3VxM1ae9uM/default.jpg
24/01/2022,S68M2xaqGGE,クリープハイプ/ 栞【鏡見みら/AZKi/朝ノ瑠璃/紡音れい/柚子花/Lamuril】,鏡見みら -Kagami Mira- / project Little Lindo,AZKi,10/10/2021,16566,original,https://i.ytimg.com/vi/S68M2xaqGGE/default.jpg
24/01/2022,jlELf83gpBw,【original】ChocoLove/癒月ちょこ,Choco Ch. 癒月ちょこ,ちょこ,10/10/2021,190142,original,https://i.ytimg.com/vi/jlELf83gpBw/default.jpg
24/01/2022,-t8Za0T1T8M,【MV】HERE COMES HOPE -IRyS【Original Song】,IRyS Ch. hololive-EN,IRyS,10/10/2021,678480,original,https://i.ytimg.com/vi/-t8Za0T1T8M/default.jpg
24/01/2022,zK3Lev1A2NY,フォニイ - 尾丸ポルカ(cover),Polka Ch. 尾丸ポルカ,ポルカ,8/10/2021,812254,cover,https://i.ytimg.com/vi/zK3Lev1A2NY/default.jpg
24/01/2022,a51VH9BYzZA,Stellar Stellar / 星街すいせい(official),Suisei Channel,すいせい,8/10/2021,5428283,original,https://i.ytimg.com/vi/a51VH9BYzZA/default.jpg
24/01/2022,j69l0KUkltw,ぷ・れ・あ・で・す！,大空スバル - Topic,スバル,7/10/2021,105232,original,https://i.ytimg.com/vi/j69l0KUkltw/default.jpg
24/01/2022,uQR_JZpYAEU,宵の余、良い！,Various Artists - Topic,あやめ,5/10/2021,602646,original,https://i.ytimg.com/vi/uQR_JZpYAEU/default.jpg
24/01/2022,8jsvz5Bdv7U,ビードロ模様 / やなぎなぎ(covered by 犬山たまき×AZKi),Tamaki Ch. 犬山たまき / 佃煮のりお,AZKi,4/10/2021,69017,cover,https://i.ytimg.com/vi/8jsvz5Bdv7U/default.jpg
24/01/2022,s0p7jwJKkzs,【Cover】Fly Me to the Star / Omaru Polka × Pavolia Reine,Polka Ch. 尾丸ポルカ,Reine,3/10/2021,237566,cover,https://i.ytimg.com/vi/s0p7jwJKkzs/default.jpg
24/01/2022,6Wbto57VKWk,うまぴょい伝説 /Cover ホロライブ,Aqua Ch. 湊あくあ,Ina'nis フブキ ミオ あくあ マリン るしあ かなた,3/10/2021,2388222,cover,https://i.ytimg.com/vi/6Wbto57VKWk/default.jpg
24/01/2022,4F9jLdTTuT0,【Cover】 エンヴィーベイビー (Envy Baby) ／ Pavolia Reine,Pavolia Reine Ch. hololive-ID,Reine,1/10/2021,283345,cover,https://i.ytimg.com/vi/4F9jLdTTuT0/default.jpg
24/01/2022,BXB26PzV31k,[MV] end of a life - Calliope Mori (Original Song),Mori Calliope Ch. hololive-EN,Calliope,1/10/2021,7035080,original,https://i.ytimg.com/vi/BXB26PzV31k/default.jpg
24/01/2022,ftkv0Zz_IAQ,【歌ってみた】ホウキ雲 / RYTHEM covered by アルランディス&アステル･レダ 【ホロスターズ】,Aruran Ch. アルランディス,アルランディス アステル,30/09/2021,72226,cover,https://i.ytimg.com/vi/ftkv0Zz_IAQ/default.jpg
24/01/2022,ZGYT1x4bNUo,シンデレラ/夏色まつり(cover),Matsuri Channel 夏色まつり,まつり,30/09/2021,457076,cover,https://i.ytimg.com/vi/ZGYT1x4bNUo/default.jpg
24/01/2022,d1SPCBrEYSA,孤独の宗教 / 猫又おかゆ＆天音かなた (Cover),Okayu Ch. 猫又おかゆ,おかゆ かなた,30/09/2021,548808,cover,https://i.ytimg.com/vi/d1SPCBrEYSA/default.jpg
24/01/2022,aozNBX2dF6c,シンデレラ/兎田ぺこら(cover),Pekora Ch. 兎田ぺこら,ぺこら,29/09/2021,2014571,cover,https://i.ytimg.com/vi/aozNBX2dF6c/default.jpg
24/01/2022,wVfp1NPf928,Hearts/常闇トワ(cover),Towa Ch. 常闇トワ,トワ,28/09/2021,732345,cover,https://i.ytimg.com/vi/wVfp1NPf928/default.jpg
24/01/2022,eYJmy2thSK4,NEXT COLOR PLANET （Still Still Stellar ver.）,Suisei Hoshimachi - Topic,すいせい,28/09/2021,389652,original,https://i.ytimg.com/vi/eYJmy2thSK4/default.jpg
24/01/2022,UWJtg6OGbeU,バイバイレイニー （Still Still Stellar ver.）,Suisei Hoshimachi - Topic,すいせい,28/09/2021,430514,original,https://i.ytimg.com/vi/UWJtg6OGbeU/default.jpg
24/01/2022,oFXIMQZfCCo,天球、彗星は夜を跨いで （Still Still Stellar ver.）,Suisei Hoshimachi - Topic,すいせい,28/09/2021,518678,original,https://i.ytimg.com/vi/oFXIMQZfCCo/default.jpg
24/01/2022,gTtePNJPLoo,駆けろ （Still Still Stellar ver.）,Suisei Hoshimachi - Topic,すいせい,28/09/2021,332295,original,https://i.ytimg.com/vi/gTtePNJPLoo/default.jpg
24/01/2022,NbWT8nDunlw,comet （Still Still Stellar ver.）,Suisei Hoshimachi - Topic,すいせい,28/09/2021,353048,original,https://i.ytimg.com/vi/NbWT8nDunlw/default.jpg
24/01/2022,-dgu3APsyZw,自分勝手Dazzling （Still Still Stellar ver.）,Suisei Hoshimachi - Topic,すいせい,28/09/2021,407938,original,https://i.ytimg.com/vi/-dgu3APsyZw/default.jpg
24/01/2022,rth4htqJ1ZQ,Starry Jet,Suisei Hoshimachi - Topic,すいせい,28/09/2021,923998,original,https://i.ytimg.com/vi/rth4htqJ1ZQ/default.jpg
24/01/2022,ltHWIRUtigg,Bluerose （Still Still Stellar ver.）,Suisei Hoshimachi - Topic,すいせい,28/09/2021,269923,original,https://i.ytimg.com/vi/ltHWIRUtigg/default.jpg
24/01/2022,X9sc0kxuo6I,Je t'aime。,Suisei Hoshimachi - Topic,すいせい,28/09/2021,663256,original,https://i.ytimg.com/vi/X9sc0kxuo6I/default.jpg
24/01/2022,tQRk5OFsGXo,Andromeda,Suisei Hoshimachi - Topic,すいせい,28/09/2021,839585,original,https://i.ytimg.com/vi/tQRk5OFsGXo/default.jpg
24/01/2022,YUw1JkbgBrw,GHOST （Still Still Stellar ver.）,Suisei Hoshimachi - Topic,すいせい,28/09/2021,431287,original,https://i.ytimg.com/vi/YUw1JkbgBrw/default.jpg
24/01/2022,eq4aExkkuTs,Stellar Stellar,Suisei Hoshimachi - Topic,すいせい,28/09/2021,1464669,original,https://i.ytimg.com/vi/eq4aExkkuTs/default.jpg
24/01/2022,B0-mDEzbzl4,【歌ってみた】らしさ / Covered by 夕刻ロベル,Roberu Ch. 夕刻ロベル,ロベル,26/09/2021,85051,cover,https://i.ytimg.com/vi/B0-mDEzbzl4/default.jpg
24/01/2022,LMYIam2RFkg,【original】ほめのび【白銀ノエル/ホロライブ】,Noel Ch. 白銀ノエル,ノエル,26/09/2021,1226973,original,https://i.ytimg.com/vi/LMYIam2RFkg/default.jpg
24/01/2022,RMZNjFkJK7E,RAINBOW／角巻わため【original】,Watame Ch. 角巻わため,わため,25/09/2021,416171,original,https://i.ytimg.com/vi/RMZNjFkJK7E/default.jpg
24/01/2022,B_HAwShg1kY,歌ってみたのうた / Utattemita no Uta  ~ Vtuber World Collaboration 2021 ~【10 Countries / 25 Singers】,鬼ノ鈴 燐 - Oninosuzu Rin -,Ollie ミオ,25/09/2021,131837,cover,https://i.ytimg.com/vi/B_HAwShg1kY/default.jpg
24/01/2022,tlVNXn1wFwo,最強×最弱ガール / AZKi,AZKi Channel,AZKi,25/09/2021,109757,original,https://i.ytimg.com/vi/tlVNXn1wFwo/default.jpg
24/01/2022,HJ0Nhf9wiy8,aqua iro palette,Akua Minato - Topic,あくあ,25/09/2021,121033,original,https://i.ytimg.com/vi/HJ0Nhf9wiy8/default.jpg
24/01/2022,5A_RqpENxvg,🌱original song 『コトノハ』/ロボ子さん,Roboco Ch. - ロボ子,,24/09/2021,217807,original,https://i.ytimg.com/vi/5A_RqpENxvg/default.jpg
24/01/2022,lUoBNjIWiAc,メンタルチェンソー／不知火フレア(Cover),Flare Ch. 不知火フレア,フレア,24/09/2021,1102294,cover,https://i.ytimg.com/vi/lUoBNjIWiAc/default.jpg
24/01/2022,8AGPo_j7WlA,UNDERTALE - Once Upon A Time (Acapella) [AmaneKanata],Kanata Ch. 天音かなた,かなた,21/09/2021,286458,original,https://i.ytimg.com/vi/8AGPo_j7WlA/default.jpg
24/01/2022,XfzkyqTPafo,ぜんぶあんたのせい / 星街すいせい(Cover),Suisei Channel,すいせい,21/09/2021,1107960,cover,https://i.ytimg.com/vi/XfzkyqTPafo/default.jpg
24/01/2022,MKEb-Ox1KEw,【Original MV】浸食!! 地球全域全おーしゃん🌊🌊🌊 （Short ver.）【#UMISEA　好評配信中！】,hololive ホロライブ - VTuber Group,あくあ マリン,18/09/2021,1030641,original,https://i.ytimg.com/vi/MKEb-Ox1KEw/default.jpg
24/01/2022,paFFFp01GsE,浸食!! 地球全域全おーしゃん,Various Artists - Topic,Ina'nis Gura あくあ マリン,18/09/2021,152425,original,https://i.ytimg.com/vi/paFFFp01GsE/default.jpg
24/01/2022,Wdc0FwgTcs4,【潤羽るしあ×百鬼あやめ】 恋愛サーキュレーション 【２周年ショートVer】,Rushia Ch. 潤羽るしあ,あやめ るしあ,18/09/2021,547106,original,https://i.ytimg.com/vi/Wdc0FwgTcs4/default.jpg
24/01/2022,k-q93ccVQqM,廻廻奇譚 - 尾丸ポルカ(cover),Polka Ch. 尾丸ポルカ,ポルカ,17/09/2021,533314,cover,https://i.ytimg.com/vi/k-q93ccVQqM/default.jpg
24/01/2022,keZcK802kV4,Holidays!／角巻わため【original】,Watame Ch. 角巻わため,わため,16/09/2021,355538,original,https://i.ytimg.com/vi/keZcK802kV4/default.jpg
24/01/2022,Tm28179erkY,グッバイ宣言／不知火フレア(Cover),Flare Ch. 不知火フレア,フレア,16/09/2021,560289,cover,https://i.ytimg.com/vi/Tm28179erkY/default.jpg
24/01/2022,uBS7xpLWSNM,シンデレラ / 湊あくあ(cover),Aqua Ch. 湊あくあ,あくあ,16/09/2021,1279839,cover,https://i.ytimg.com/vi/uBS7xpLWSNM/default.jpg
24/01/2022,FKDjjVwb1dU,【歌ってみた】MONSTER DANCE / アステル 奏手イヅル 律可 影山シエン,astel ch.アステル,イヅル 律可 アステル シエン,14/09/2021,267628,cover,https://i.ytimg.com/vi/FKDjjVwb1dU/default.jpg
24/01/2022,aWv2KjaFqBA,Crazy:B「Honeycomb Summer」 / 戌亥とこ × 星街すいせい(Cover),Suisei Channel,すいせい,13/09/2021,1935007,cover,https://i.ytimg.com/vi/aWv2KjaFqBA/default.jpg
24/01/2022,fOhjEjn-hY8,【歌ってみた】フォニイ / ツミキ『covered by 律可』,Rikka ch.律可,律可,11/9/2021,209368,cover,https://i.ytimg.com/vi/fOhjEjn-hY8/default.jpg
24/01/2022,ACImtqaabpw,シンデレラ - 尾丸ポルカ(cover),Polka Ch. 尾丸ポルカ,ポルカ,10/9/2021,551043,cover,https://i.ytimg.com/vi/ACImtqaabpw/default.jpg
24/01/2022,5KsXVs8Vg7U,Everlasting Soul／角巻わため【original】,Watame Ch. 角巻わため,わため,9/9/2021,609485,original,https://i.ytimg.com/vi/5KsXVs8Vg7U/default.jpg
24/01/2022,VFpOBazE3rs,【MV+Full Ver.】 Gate Open: START! - Pavolia Reine (Original Song),Pavolia Reine Ch. hololive-ID,Reine,9/9/2021,278013,original,https://i.ytimg.com/vi/VFpOBazE3rs/default.jpg
24/01/2022,gKHXBkpDtvQ,月曜日 / amazarashi 弾き語りcover,Izuru Ch. 奏手イヅル,,9/9/2021,40577,cover,https://i.ytimg.com/vi/gKHXBkpDtvQ/default.jpg
24/01/2022,nLhlfRvIuko,Gate Open: START! (Japanese ver.),Pavolia Reine - Topic,Reine,9/9/2021,44555,original,https://i.ytimg.com/vi/nLhlfRvIuko/default.jpg
24/01/2022,mRCfFS0SsCk,ウ”ィ”エ” チ”ャ”マ”,HAACHAMA Ch 赤井はあと,,7/9/2021,1514104,original,https://i.ytimg.com/vi/mRCfFS0SsCk/default.jpg
24/01/2022,7AdZnOhL1Ak,"【ひぐらしのなく頃に】why,or why not  / AZKi【歌ってみた】",AZKi Channel,AZKi,6/9/2021,183842,cover,https://i.ytimg.com/vi/7AdZnOhL1Ak/default.jpg
24/01/2022,j7pM4M9tO70,メンヘラじゃないもん！ /Cover 湊あくあ/紫咲シオン【ホロライブ】,Aqua Ch. 湊あくあ,あくあ シオン,5/9/2021,648920,cover,https://i.ytimg.com/vi/j7pM4M9tO70/default.jpg
24/01/2022,Lt7KxY8V4jM,【フルアニメーションMV】フェリシア / AZKi【#アニAZ】,AZKi Channel,AZKi,5/9/2021,280653,original,https://i.ytimg.com/vi/Lt7KxY8V4jM/default.jpg
24/01/2022,0nuLQ7W9ykA,【#アルランディス3D】What a Pastaful World ～なんてスパゲティ世界～ 歌ってみた【アルランディス/ホロスターズ】,Aruran Ch. アルランディス,アルランディス,5/9/2021,52560,cover,https://i.ytimg.com/vi/0nuLQ7W9ykA/default.jpg
